catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,host,occurrenceremarks,samplingprotocol,,,,,,,,
UMSP000334602,Wellso,S.G.,,1969,6,15,VI-15 1969,Brachys aerosus,Melsheimer,,buprestidae,S.G. Wellso,,USA,Michigan,Okemos,Ingham County,,,,,,,,,,,,,,
UMSP000334158,,,,1990,6,14,14 Jun 1990,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area SWSE,,,,,,,,,,,,,,
UMSP000334477,,,,1999,6,14,14Jun99,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA OF POT,,,,,,,,,,,,,,
UMSP000334468,,,,1992,6,14,14 July 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,,,,
UMSP000334606,Anslie,C.N.,,,,,,Brachys aerosus,Melsheimer,,buprestidae,J.N. Knull,1938,USA,Montana,Glendive,,,,,,,,,,,,,,,
UMSP000334607,Haber,V.R.,,1915,6,23,6.23.15,Brachys aerosus,Melsheimer,,buprestidae,J.N. Knull,1938,USA,,Cedar Point,,,,,,,,,,,,,,,
UMSP000334156,,,,1990,6,14,14 June 1990,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area CCSW,,,,,,,,,,,,,,
UMSP000334448,,,,1989,6,15,15 Jun 1989,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area SWF,,,,,,,,,,,,,,
UMSP000334610,Anslie,C.N.,,,,,,Brachys aerosus,Melsheimer,,buprestidae,J.N. Knull,1938,USA,Montana,Glendive,,,,,,,,,,,,,,,
UMSP000334462,,,,1990,6,15,15 June 1990,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMG,,,,,,,,,,,,,,
UMSP000334476,,,,1997,6,15,15 June 97 ..,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA,,,,,,,,,,,,,,
UMSP000334613,Oestlund,O.W.,,,1,11,I11.,Brachys aerosus,Melsheimer,,buprestidae,J.N. Knull,1938,,,,,,,,,,,,,,,,,,
UMSP000334614,Wiley,Grace O.,,1921,4,2,"April 2, 1921",Brachys aerosus,Melsheimer,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland County,,,,,,,,,,,,,,,
UMSP000334615,Anslie,C.N.,,,,,,Brachys aerosus,Melsheimer,,buprestidae,J.N. Knull,1938,USA,Iowa,Sioux City,,,,,,,,,,,,,,,
UMSP000334467,,,,1992,6,15,15 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,,,,
UMSP000334470,,,,1992,6,15,15 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,,,,
UMSP000334483,,,,1992,6,15,15 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,,,,
UMSP000334472,,,,1992,6,15,15 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWW,,,,,,,,,,,,,,
UMSP000334457,,,,1993,6,15,15 Jun 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area CSW,,,,,,,,,,,,,,
UMSP000334152,,,,1993,6,15,15 June 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area SWE,,,,,,,,,,,,,,
UMSP000334447,,,,1989,6,16,16 Jun 1989,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area LRE,,,,,,,,,,,,,,
UMSP000334623,Milliron,H.E.,,1941,6,5,June 5 1941,Brachys aerosus,Melsheimer,,buprestidae,Knull,1943,,,,Ll. Farm,,,,,,,,,,,,,,
UMSP000334460,,,,1989,6,16,16 Jun 1989,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMG,,,,,,,,,,,,,,
UMSP000334149,,,,1985,6,18,18 June 1985,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000334265,,,,1982,6,18,18 June 1982,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000334267,,,,1985,6,18,18 June 1985,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000334266,,,,1985,6,19,19 June 1985,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000334160,,,,1989,6,20,20 Jun 1989,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area AS,,,,,,,,,,,,,,
UMSP000334479,,,,2000,6,20,20Jun2000,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,,,,
UMSP000334459,,,,1993,6,24,24 June 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000334148,,,,1987,6,24,24 June 1987,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000334633,Oestlund,O.W.,,,,,,Brachys aerosus,Melsheimer,,buprestidae,J.N. Knull,1943,USA,Illinois,Moline,,,,,,,,,,,,,,,
UMSP000334634,Waters,H.A.,,1934,6,8,6-8 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,"Minerva, O.",,,,,6 pm,,,,,,,,,
UMSP000334635,Page,C.R.,,1934,6,24,6-24-34,Agrilus egenus,Gory,,buprestidae,,,,,,,,,,,,,,,,,,,,
UMSP000334636,Page,C.R.,,1934,7,25,7-25-1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,Cambridge,,,,,,,,,,,,,,
UMSP000334637,,,,1934,6,6,6-6 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,"Minerva, O.",,,,,,,,,,,,,,
UMSP000334159,,,,1991,6,28,28 June 1991,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area MEM,,,,,,,,,,,,,,
UMSP000334639,Waters,H.A.,,1934,6,6,6-6 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,"Minerva, O.",,,,,10 am,,,,,,,,,
UMSP000334640,Page,C.R.,,1934,6,24,6-24-34,Agrilus egenus,Gory,,buprestidae,,,,,,,,,,,,,,,,,,,,
UMSP000334641,,,,1934,6,6,6-6 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,"Minerva, O.",,,,,,,,,,,,,,
UMSP000334642,Champlaign,,Knull,,5,31,V-31,Agrilus fallax,Say,,buprestidae,J.N. Knull,1928,USA,Pennsylvania,,Harrisburg,,,,,,,,,,,,,,
UMSP000334643,Oestlund,O.W.,,,,,,Agrilus fallax,Say,,buprestidae,Knull,1938,USA,Illinois,,N. Ill.,,,,,,,,,,,,,,
UMSP000334644,Miller,C.W.,,1940,8,25,"Aug 25, 1940",Agrilus fallax,Say,,buprestidae,Knull,1942,USA,Ohio,,Jackson,,,,,,,,,,,,,,
UMSP000334645,Oestlund,O.W.,,,,,,Agrilus fallax,Say,,buprestidae,Knull,,USA,Illinois,,N. Ill.,,,,,,,,,,,,,,
UMSP000334646,Oestlund,O.W.,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,,USA,Illinois,,N. Ill.,,,,,,,,,,,,,,
UMSP000334647,Haber,V.R.,,1915,7,10,7-10-15,Agrilus fallax,Say,,buprestidae,J.N. Knull,,USA,Ohio,,Put-In-Bay,,,,,,,,,,,,,,
UMSP000334648,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,Virginia,,,,,,,,,,,,,,,,
UMSP000334649,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,,,Md./Mol. (?),,,,,,,,,,,,,,
UMSP000334650,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,C. MO.,,,,,,,,,,,,,,
UMSP000334651,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,Md./Mol. (?),,,,,,,,,,,,,,
UMSP000334652,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334653,,,,,,,,Agrilus fallax,Say,probably fallax,buprestidae,J.N. Knull,1922,USA,Missouri,,Md./Mol (?),,,,,,,,,,,,,,
UMSP000334654,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,Ohio,,,,,,,,,,,,,,,,
UMSP000334655,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,Md./Mol (?),,,,,,,,,,,,,,
UMSP000334656,Lugger,O.,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1928,USA,Ohio,,,,,,,,,,,,,,,,
UMSP000334657,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,,,Md./Mol (?),,,,,,,,,,,,,,
UMSP000334658,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,,,Md./Mol (?),,,,,,,,,,,,,,
UMSP000334659,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,,,Md./Mol (?),,,,,,,,,,,,,,
UMSP000334660,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,,,Md./Mol (?),,,,,,,,,,,,,,
UMSP000334661,,,,,,,,Agrilus fallax,Say,,buprestidae,J.N. Knull,1922,USA,Ohio,,,,,,,,,,,,,,,,
UMSP000334662,Champlaign,,Knull,,5,31,V-31,Agrilus fallax,Say,,buprestidae,J.N. Knull,1928,USA,Pennsylvania,,Harrisburg,,,,,,,,,,,,,,
UMSP000334663,Champlaign,,Knull,,6,4,VI-4,Agrilus fallax,Say,,buprestidae,J.N. Knull,1928,USA,Pennsylvania,,Harrisburg,,,,,,,,,,,,,,
UMSP000334664,Champlaign,,Knull,,5,31,V-31,Agrilus fallax,Say,,buprestidae,J.N. Knull,1928,USA,Pennsylvania,,Harrisburg,,,,,,,,,,,,,,
UMSP000334665,Knull,D.J.,J.N. Knull,1937,7,20,VII-20-37,Agrilus falli,Fisher,,buprestidae,J.N. Knull,,USA,Arizona,,Huachuca M.,,,,,,,,,,,,,,
UMSP000334666,Knull,D.J.,J.N. Knull,1937,7,20,VII-20-37,Agrilus falli,Fisher,,buprestidae,J.N. Knull,,USA,Arizona,,Huachuca M.,,,,,,,,,,,,,,
UMSP000334667,Knull,D.J.,J.N. Knull,1937,7,20,VII-20-37,Agrilus falli,Fisher,,buprestidae,J.N. Knull,,USA,Arizona,,Huachuca M.,,,,,,,,,,,,,,
UMSP000334668,Knull,D.J.,J.N. Knull,1937,7,20,VII-20-37,Agrilus falli,Fisher,,buprestidae,J.N. Knull,,USA,Arizona,,Huachuca M.,,,,,,,,,,,,,,
UMSP000334669,,,,,,,,Agrilus floridanus,Crotch,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,,,,
UMSP000334670,Oestlund,O.W.,,,,,,Agrilus frosti,Knull,,buprestidae,Knull,1938,USA,Illinois,,Moline,,,,,,,,,,,,,,
UMSP000334671,Oestlund,O.W.,,,,,,Agrilus frosti,Knull,,buprestidae,J.N. Knull,,USA,Illinois,,Moline,,,,,,,,,,,,,,
UMSP000334672,Oestlund,O.W.,,,,,,Agrilus frosti,Knull,,buprestidae,J.N. Knull,,USA,Illinois,,Moline,,,,,,,,,,,,,,
UMSP000334673,Oestlund,O.W.,,,,,,Agrilus frosti,Knull,,buprestidae,J.N. Knull,,USA,Illinois,,Moline,,,,,,,,,,,,,,
UMSP000334674,Oestlund,O.W.,,,,,,Agrilus frosti,Knull,,buprestidae,J.N. Knull,,USA,Illinois,,Moline,,,,,,,,,,,,,,
UMSP000334675,Oestlund,O.W.,,,,,,Agrilus frosti,Knull,,buprestidae,J.N. Knull,,USA,Illinois,,Moline,,,,,,,,,,,,,,
UMSP000334453,,,,1990,6,29,29 Jun 1990,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMG,,,,,,,,,,,,,,
UMSP000334466,,,,1992,6,30,30 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,,,,
UMSP000334678,,,,,,,,Agrilus fuscipennis,Gory,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334679,Manley,G.,,1971,5,24,24 May 1971,Agrilus geminata,Say,,buprestidae,G. Manley,,USA,Michigan,Ingham,T4NR1W Sec 24,,,,,taken on Querous,,,,,,,,,
UMSP000334680,Manley,G.V.,,1974,6,28,VI-28 1974,Agrilus geminata,Say,,buprestidae,G. Manley,,USA,Michigan,Ingham,T4NR2W Sec35,,,,,,,,,,,,,,
UMSP000334681,Manley,G.V.,,1971,6,2,2 June 1971,Agrilus geminata,Say,,buprestidae,G.V. Manley,,USA,Michigan,Shiawassee,T5NRIE Sec.,,,,,,,,,,,,,,
UMSP000334682,Manley,G.V.,,1971,6,4,4 June 1971,Agrilus geminata,Say,,buprestidae,,,USA,Michigan,Shiawassee,T5NRIE Sec. 35,,,,,,,,,,,,,,
UMSP000334154,,,,1993,6,30,30 June 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area D,,,,,,,,,,,,,,
UMSP000334153,,,,1993,6,30,30 Jun 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area MEM,,,,,,,,,,,,,,
UMSP000334685,,,,1936,6,12,6-12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Bloomfield,,,,,,,,,,,,,,
UMSP000334686,,,,1936,6,12,6-12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,Bloomfield,,,,,,,,,,,,,,
UMSP000334687,Sleever,W.A.,,1936,6,12,6-12 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,On Elm,,,,,,,,,
UMSP000334688,Sleever,W.A.,,1936,6,16,6-16 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,On Elm,,,,,,,,,
UMSP000334689,Sleever,W.A.,,1936,6,16,6-16 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,On Elm,,,,,,,,,
UMSP000334690,Sleever,W.A.,,1936,6,16,6-16 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,On Elm,,,,,,,,,
UMSP000334691,Sleever,W.A.,,1936,6,16,6-16 1936,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,New Jersey,,West Caldwell,,,,,On Elm,,,,,,,,,
UMSP000334255,Rockstein,,,1942,7,6,7-6-42,Agrilus cuprescens,Menetries,,buprestidae,Knull,1943,USA,Minnesota,Ramsey,U Farm,,,,,,,,,,,,,,
UMSP000334257,Rockstein,,,1942,7,6,7-6-42,Agrilus cuprescens,Menetries,,buprestidae,Knull,1943,USA,Minnesota,Ramsey,U Farm,,,,,,,,,,,,,,
UMSP000334455,,,,1988,7,11,11 Jul 1988,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMG,,,,,,,,,,,,,,
UMSP000334150,,,,1990,7,13,13 Jul 1990,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000334458,,,,1990,7,13,13 July 1990,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area BP,,,,,,,,,,,,,,
UMSP000334461,,,,1987,7,13,13 July 1987,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TM6,,,,,,,,,,,,,,
UMSP000334698,,,,,,,,Agrilus egeniformis,Champlain & Knull,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334699,,,,,,,,Agrilus egeniformis,Champlain & Knull,,buprestidae,J.N. Knull,1922,USA,Missouri,,C. Mo.,,,,,,,,,,,,,,
UMSP000334700,,,,,,,,Agrilus egeniformis,Champlain & Knull,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334701,,,,,,,,Agrilus egeniformis,Champlain & Knull,,buprestidae,J.N. Knull,1922,USA,Missouri,,C. Mo.,,,,,,,,,,,,,,
UMSP000334478,,,,2002,7,13,13 July 2002,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA,,,,,,,,,,,,,,
UMSP000334703,Waters,H.A.,,1934,6,11,6-11 1934,Agrilus egenus,Gory,,buprestidae,,,USA,,,"Minerva, Plot",,,,,,,,,,,,,,
UMSP000334704,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,,,,
UMSP000334480,,,,1992,7,14,14 July 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,,,,
UMSP000334452,,,,1993,7,14,14 July 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area SWE,,,,,,,,,,,,,,
UMSP000334473,,RC,,2004,7,17,17 July04,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA OFswps,,,,,,,,,,,,,,
UMSP000334708,,,,1882,6,6,June 6 1882,Agrilus egenus,Gory,near egenus,buprestidae,J.N. Knull,1938,USA,Virginia,,Winchester,,,,,,,,,,,,,,
UMSP000334464,,,,1989,7,30,30 July 1989,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area SFC,,,,,,,,,,,,,,
UMSP000334155,,,,1993,7,31,31 July 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area D,,,,,,,,,,,,,,
UMSP000334451,,,,1993,7,31,31 July 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area MEM,,,,,,,,,,,,,,
UMSP000334264,,,,1985,8,5,5 Aug 1985,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000334151,,,,1986,8,12,12 Aug 1986,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000334471,,,,1997,8,13,13 Aug 97...,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA A,,,,,,,,,,,,,,
UMSP000334456,,,,1993,8,13,13 Aug 1993,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area D,,,,,,,,,,,,,,
UMSP000334716,Ainslie,C.N.,,1926,6,17,Jun 17 1926,Agrilus egenus,Gory,near egenus,buprestidae,J.N. Knull,1938,USA,Iowa,,Sioux City,,,,,,,,,,,,,,
UMSP000334717,,,,,,,,Agrilus egenus,Gory,near egenus,buprestidae,J.N. Knull,1938,USA,,,,,,,,,,,,,,,,,
UMSP000334449,,,,1989,8,18,18 Aug 1980,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area TMW,,,,,,,,,,,,,,
UMSP000334719,Waters,H.A.,,1934,6,11,6-11 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,"Hopedale, Plot 128",,,,,9 A.M.,,,,,,,,,
UMSP000334720,,,,1934,6,6,6-6 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,Minerva,,,,,,,,,,,,,,
UMSP000334721,Wing,M.W.,,1946,7,7,"July 7, 1946",Agrilus egenus,Gory,,buprestidae,,,USA,North Carolina,Johnston,Smithfield,,,,,,,,,,,,,,
UMSP000334722,Waters,H.A.,,1934,6,11,6-11 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,Minerva,,,,,,,,,,,,,,
UMSP000334723,Waters,H.A.,,1934,6,11,6-11 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,Minerva,,,,,,,,,,,,,,
UMSP000334724,Waters,H.A.,,1934,7,15,7-15-34,Agrilus egenus,Gory,,buprestidae,,,USA,Illinois,,Havanah,,,,,,,,,,,,,,
UMSP000334725,Page,C.R.,,1934,7,25,7-25 1934,Agrilus egenus,Gory,,buprestidae,,,USA,Ohio,,Cambridge,,,,,,,,,,,,,,
UMSP000334726,Page,C.R.,,1934,7,,7-34,Agrilus egenus,Gory,,buprestidae,,,USA,Illinois-Indiana,,Ill-Ind.,,,,,,,,,,,,,,
UMSP000334727,Waters,H.A.,,1934,7,15,7-15-34,Agrilus egenus,Gory,,buprestidae,,,USA,Illinois,,Havanah,,,,,,,,,,,,,,
UMSP000334474,,RCB,,2004,8,20,20Aug04,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA,,,,,,,,,,,,,,
UMSP000334475,,,,2004,8,20,20Aug04,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA,,,,,,,,,,,,,,
UMSP000334268,,,,1985,8,21,21 Aug 1985,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000333965,Cutler,B.,,1967,6,3,"June 3, 1967",Agrilus cyanescens,Ratzeburg,,buprestidae,R.L. Westcott,,USA,Minnesota,Ramsey,Lutheran Seminary Grounds,,,,,,,,,,,,,,
UMSP000333966,Cutler,B.,,1967,6,3,"June 3, 1967",Agrilus cyanescens,Ratzeburg,,buprestidae,,,USA,Minnesota,Ramsey,Lutheran Seminary Grounds,,,,,,,,,,,,,,
,,,,2018,7,5,,Agrilus difficilis,,,buprestidae,,,USA,Minnesota,Anoka,,,,,,,,,,,,,,,
UMSP000334734,Lugger,O.,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1928,USA,Florida,,,,,,,,,,,,,,,,
UMSP000334735,,,,,,,,Agrilus egenus,Gory,,buprestidae,J.N. Knull,1922,USA,,,Mol/Md. (?),,,,,,,,,,,,,,
UMSP000334736,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334737,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334738,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334739,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
,,,,2018,7,5,,Agrilus difficilis,,,buprestidae,,,USA,Minnesota,Anoka,,,,,,,,,,,,,,,
UMSP000334741,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334742,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334743,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334744,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Indiana,,,,,,,,,,,,,,,,
UMSP000334745,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Indiana,,,,,,,,,,,,,,,,
UMSP000334746,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334747,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334748,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334749,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,New York,,,,,,,,,,,,,,,,
UMSP000334506,Springman,K.,,2016,7,7,07.vii.2016,Agrilus difficilis,Gory,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,,,,,,,,,
,,,,2018,7,7,,Agrilus difficilis,,,buprestidae,,,USA,Minnesota,Ramsey,,,,,,,,,,,,,,,
UMSP000334752,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334753,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
UMSP000334754,Lugger,O.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,,,,
,,,,2018,7,11,,Agrilus difficilis,,,buprestidae,,,USA,Minnesota,Anoka,,,,,,,,,,,,,,,
,,,,2018,7,11,,Agrilus difficilis,,,buprestidae,,,USA,Minnesota,Anoka,,,,,,,,,,,,,,,
UMSP000334757,Ainslie,C.N.,,1926,6,17,June 17 1926,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,Iowa,,Sioux City,,,,,,,,,,,,,,
UMSP000334758,Oestlund,O.W.,,,,,,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,Illinois,,Moline,,,,,,,,,,,,,,
,,,,2018,7,11,,Agrilus difficilis,,,buprestidae,,,USA,Minnesota,Anoka,,,,,,,,,,,,,,,
UMSP000334760,Lugger,O.,,1882,6,6,June 6 1882,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,Kentucky,,16 mi N.E. Winchester,,,,,,,,,,,,,,
UMSP000334761,Wiley,G.O.,,1921,4,23,Apr 23 1921,Anthaxia viridicornis,Say,,buprestidae,J.N. Knull,1938,USA,Texas,,Cisco,,,,,,,,,,,,,,
